Nazwa;Typ;Latitude;Longitude;miasto;dzielnica
Kacze Buki 03;stop_position;54.4554652;18.4541716;Gdynia;Wielki Kack
Redłowo Szpital 02;stop_position;54.489694;18.5548778;Gdynia;Redłowo
Sosnowiecka 02 (NŻ);stop_position;54.4849523;18.5350167;Gdynia;Orłowo
Kurpiowska 02 (NŻ);stop_position;54.4852886;18.5318648;Gdynia;Orłowo
Kurpiowska 01 (NŻ);stop_position;54.4850944;18.5315929;Gdynia;Orłowo
Olkuska - Radomska 01 (NŻ);stop_position;54.4866795;18.5170681;Gdynia;Mały Kack
Mały Kack - Łęczycka 01;stop_position;54.4848564;18.5151298;Gdynia;Mały Kack
Wieluńska - Radomska 02;stop_position;54.4847303;18.5178486;Gdynia;Mały Kack
Wieluńska - Lipnowska 02;stop_position;54.4851138;18.5219699;Gdynia;Mały Kack
Rondo Kuronia 02;stop_position;54.3418036;18.547961;Gdańsk;Jasień
Czaple Bysewo;stop_position;54.3653624;18.4433255;Czaple;
Rdestowa - Leśny Zakątek 01;stop_position;54.4640155;18.4575643;Gdynia;Dąbrowa
Leśna Polana 01 (NŻ);stop_position;54.4628436;18.4551017;Gdynia;Dąbrowa
Bogatka III;stop_position;54.3220484;18.7631443;Bogatka;
Bogatka III;stop_position;54.322005;18.7625791;Bogatka;
Bogatka I;stop_position;54.3280016;18.7827255;Bogatka;
Bogatka I;stop_position;54.3282776;18.7835125;Wiślinka;
Bogatka II;stop_position;54.322688;18.7766935;Bogatka;
Bogatka II;stop_position;54.3223409;18.7764352;Bogatka;
Mały Kack Strzelców 02;stop_position;54.4777299;18.50277;Gdynia;Mały Kack
Migdałowa 02;stop_position;54.3419631;18.5832516;Gdańsk;Ujeścisko - Łostowice
Banino, Lodowa (Algida);stop_position;54.3865467;18.4059041;Banino;
Banino, Balladyny;stop_position;54.3802852;18.4054739;Banino;
Banino, Balladyny;stop_position;54.379353;18.4054022;Banino;
Faktoria 02;stop_position;54.255362;18.6322779;Pruszcz Gdański;Śródmieście
Łużycka 01;stop_position;54.455587;18.5513149;Sopot;
Muzeum Narodowe 01;stop_position;54.3447285;18.6480853;Gdańsk;Śródmieście
Pieńkawy 02 (NŻ);stop_position;54.4928484;18.4268947;Gdynia;Chwarzno-Wiczlino
Lniska Radunia;stop_position;54.3351513;18.4041045;Lniska;
Lniska Radunia;stop_position;54.3351714;18.4033479;Lniska;
Ujeścisko 05;stop_position;54.3314323;18.5712024;Gdańsk;Ujeścisko - Łostowice
Olimpijska 02;stop_position;54.3056174;18.5812644;Gdańsk;Orunia Górna - Gdańsk Południe
Szczeblewskiego 01;stop_position;54.4988806;18.5491442;Gdynia;Wzgórze Świętego Maksymiliana
Wiosny Ludów 02;stop_position;54.4911272;18.5509462;Gdynia;Redłowo
Wiosny Ludów 01;stop_position;54.4911284;18.550905;Gdynia;Redłowo
Borkowo Szkoła 02;stop_position;54.2988384;18.5952189;Borkowo;
Borkowo Kasztanowa 02;stop_position;54.3002131;18.5945297;Borkowo;
Centrum Nauki Experyment 02;stop_position;54.4968559;18.5382586;Gdynia;Redłowo
Centrum Nauki Experyment 03;stop_position;54.4971126;18.5389402;Gdynia;Redłowo
Cmentarz Oliwski 01;stop_position;54.4134569;18.5572659;Gdańsk;Oliwa
Rogozińskiego 01;stop_position;54.2690489;18.6244091;Pruszcz Gdański;Śródmieście
Powstańców Warszawy 01;stop_position;54.2563796;18.6591938;Pruszcz Gdański;Osiedle Wschód
Smęgorzyno;stop_position;54.3420378;18.4732233;Gdańsk;Kokoszki
Tamka;stop_position;54.3573145;18.7118312;Gdańsk;Stogi
Władysława Jagiełły 01;stop_position;54.4721195;18.5087475;Gdynia;Mały Kack
Nałkowskiej 01;stop_position;54.4694547;18.5010247;Gdynia;Wielki Kack
Bratki 02;stop_position;54.3347339;18.6704967;Gdańsk;Olszynka
Port Lotniczy 08;stop_position;54.3831656;18.4678261;Gdańsk;Matarnia
Port Lotniczy 07;stop_position;54.3830915;18.4677717;Gdańsk;Matarnia
Port Lotniczy 06;stop_position;54.3830102;18.4677154;Gdańsk;Matarnia
Port Lotniczy 05;stop_position;54.3829609;18.4679263;Gdańsk;Matarnia
Barniewicka 01;stop_position;54.43424;18.4674956;Gdańsk;Osowa
Chwaszczyno Kaszubska Droga 77;stop_position;54.4426049;18.4345204;Chwaszczyno;
Chwaszczyno Kaszubska Droga 04;stop_position;54.442354;18.4328866;Chwaszczyno;
Ku Ujściu 02;stop_position;54.3774337;18.679595;Gdańsk;Stogi
Ku Ujściu 05;stop_position;54.3788655;18.677835;Gdańsk;Przeróbka
Ku Ujściu 05;stop_position;54.3802308;18.6804739;Gdańsk;Stogi
Przytulna;stop_position;54.3482817;18.5335703;Gdańsk;Jasień
Karwiny Nowowiczlińska 04;stop_position;54.4744465;18.4763345;Gdynia;Karwiny
Karwiny Nowowiczlińska 01;stop_position;54.4735704;18.478008;Gdynia;Karwiny
Uczniowska 02;stop_position;54.4985688;18.5018537;Gdynia;Witomino
Stocznia Północna 03;stop_position;54.3713498;18.6341609;Gdańsk;Młyniska
Halicka 02;stop_position;54.4906528;18.5330467;Gdynia;Mały Kack
Witomino Leśniczówka 03;stop_position;54.4912429;18.5124515;Gdynia;Witomino
Witomino Leśniczówka 02;stop_position;54.4915719;18.5114512;Gdynia;Witomino
Pomorskie Szkoły Rzemiosł 01;stop_position;54.3610866;18.6100258;Gdańsk;Wrzeszcz Górny
Schumana 01;stop_position;54.3593392;18.6044833;Gdańsk;Suchanino
Schumana 02;stop_position;54.3591445;18.6036956;Gdańsk;Suchanino
Schuberta 01;stop_position;54.3578369;18.6003053;Gdańsk;Suchanino
Schuberta 02;stop_position;54.3573428;18.599455;Gdańsk;Suchanino
Buszkowy, Kościół;stop_position;54.230951;18.4450173;Ostróżki;
Buszkowy, Kościół;stop_position;54.2311532;18.4449835;Ostróżki;
Pręgowo, Strażacka;stop_position;54.2485342;18.4692794;Ostróżki;
Pręgowo, Wodociągowa;stop_position;54.251683;18.4754282;Ostróżki;
Pręgowo, Zachodnia;stop_position;54.2484715;18.4792192;Ostróżki;
Pręgowo, Wspólna;stop_position;54.2524213;18.4814885;Ostróżki;
Lisewiec, Leśne Echo;stop_position;54.2416428;18.4880362;Ostróżki;
Czapielsk, Skrzyżowanie;stop_position;54.2622688;18.4268479;Babidół;
Czapielsk, Kocanki;stop_position;54.2570181;18.4232025;Czapielsk;
Lisewiec, Parkowa;stop_position;54.2424416;18.4949166;Ostróżki;
Lisewiec;stop_position;54.2457866;18.5028233;Lisewiec;
Kowale Szlachecka;stop_position;54.3032051;18.5446554;Bąkowo;
Bąkowo;stop_position;54.2933862;18.5314465;Bąkowo;
Lublewo Gdańskie, Konwaliowa;stop_position;54.2898949;18.5138331;Bąkowo;
Lublewo Gdańskie;stop_position;54.2839311;18.499573;Lublewo Gdańskie;
Lublewo Gdańskie, Polna;stop_position;54.2812786;18.4889656;Lublewo Gdańskie;
Kolbudy, Szkoła;stop_position;54.2768767;18.4773144;Kolbudy;
Kowale Szlachecka (n/ż) 01;stop_position;54.3031043;18.5465341;Kowale;
Kowale Szlachecka (n/ż) 02;stop_position;54.302927;18.5467168;Kowale;
Kowale Szlachecka;stop_position;54.304011;18.5472385;Kowale;
Buszkowy, Rajska Dolina;stop_position;54.2385228;18.4425422;Ostróżki;
Lublewo Gdańskie, Szkoła;stop_position;54.2827166;18.5048889;Lublewo Gdańskie;
Bielkowo Zbiornik;stop_position;54.2724771;18.4983724;Bielkowo;
Bielkówko, Przejazd kolejowy;stop_position;54.2658437;18.5041962;Bielkówko;
Bielkówko, Przejazd kolejowy;stop_position;54.2665781;18.5036404;Bielkówko;
Bielkowo;stop_position;54.2766075;18.5022165;Bielkowo;
Bielkówko, Szkoła;stop_position;54.2605257;18.5134982;Bielkówko;
Bielkówko, Browar;stop_position;54.2616392;18.5203361;Straszyn;
Bielkówko, Browar;stop_position;54.2614002;18.519596;Straszyn;
Kolbudy, Plac Kaszubski;stop_position;54.2725605;18.4663505;Kolbudy;
Kolbudy, Plac Kaszubski;stop_position;54.2720366;18.4670118;Kolbudy;
"Orłowo SKM - ""Klif"" 04";stop_position;54.4761032;18.5529673;Gdynia;Orłowo
Amona 01;stop_position;54.4998689;18.4469108;Gdynia;Chwarzno-Wiczlino
Leźno, Jagodowe Wzgórze III;stop_position;54.3309142;18.4526262;Leźno;
Leźno Smęgorzyno;stop_position;54.3404669;18.4541259;Leźno;
Leźno Smęgorzyno;stop_position;54.3405565;18.4541657;Leźno;
Leźno Jagodowe Wzgórze I;stop_position;54.3430709;18.455015;Leźno;
Leźno Jagodowe Wzgórze I;stop_position;54.3431148;18.4550519;Leźno;
Rębiechowo, Spacerowa;stop_position;54.3853245;18.4262658;Rębiechowo;
Banino, Zacisze;stop_position;54.3776142;18.4080364;Banino;
Rębiechowo PKM - Parking;stop_position;54.3886846;18.4408317;Rębiechowo;
Leźno Słoneczna;stop_position;54.339863;18.4367848;Leźno;
Leźno Słoneczna;stop_position;54.3398078;18.4355879;Leźno;
Chrzanowskiego 01;stop_position;54.3799909;18.5864889;Gdańsk;Wrzeszcz Górny
Sopocka 02;stop_position;54.4299697;18.4761928;Gdańsk;Osowa
Niestępowo, Stara Piła PKP;stop_position;54.3261396;18.4116127;Niestępowo;
Szczecińska 02;stop_position;54.4024991;18.581858;Gdańsk;Przymorze Małe
Szczecińska 01;stop_position;54.4024524;18.5821814;Gdańsk;Przymorze Małe
Śnieżna 01;stop_position;54.3918219;18.6571681;Gdańsk;Letnica
Przyjaźń Mała Przyjaźń;stop_position;54.2932492;18.4000392;Przyjaźń;
Rondo Kaszubskie 02;stop_position;54.2661264;18.6281583;Pruszcz Gdański;Śródmieście
Goyki 01;stop_position;54.4470285;18.5589821;Sopot;
Bohaterów Monte Cassino 02;stop_position;54.4431045;18.5597148;Sopot;
Bohaterów Monte Cassino 01;stop_position;54.4421431;18.5599519;Sopot;
Sopot PKP - Niepodległości 01;stop_position;54.438744;18.5606617;Sopot;
3 Maja 01;stop_position;54.434057;18.56159;Sopot;
3 Maja 03;stop_position;54.4355703;18.5613342;Sopot;
3 Maja 02;stop_position;54.4337117;18.5616253;Sopot;
Wejherowska 01;stop_position;54.4528181;18.5553524;Sopot;
Niestępowo Do Zdroju;stop_position;54.3194474;18.4254015;Niestępowo;
Niestępowo Do Zdroju;stop_position;54.3197634;18.4244045;Niestępowo;
Stara Piła;stop_position;54.3254408;18.4144898;Niestępowo;
Niestępowo Stara Piła;stop_position;54.325168;18.414284;Niestępowo;
Sulmin, Bursztynowa;stop_position;54.3095447;18.475027;Sulmin;
Brodnicka 01;stop_position;54.3457171;18.4768933;Gdańsk;Kokoszki
Brodnicka 02;stop_position;54.3458653;18.4770991;Gdańsk;Kokoszki
Gdańsk, Stokłosy;stop_position;54.3528627;18.4797636;Gdańsk;Kokoszki
Stokłosy 02;stop_position;54.3530173;18.4807109;Gdańsk;Kokoszki
Stokłosy 04;stop_position;54.3526029;18.4798395;Gdańsk;Kokoszki
Banino Szkoła 01;stop_position;54.3908262;18.4119778;Banino;
Szadółki 04;stop_position;54.3289657;18.5499208;Gdańsk;Jasień
Szadółki 03;stop_position;54.3288296;18.5508646;Gdańsk;Jasień
Połczyńska 01;stop_position;54.3337143;18.5402865;Gdańsk;Jasień
Cedry Małe, Stacja paliw;stop_position;54.2738367;18.8673546;Cedry Małe;
Płowce 02;stop_position;54.3560389;18.6300628;Gdańsk;Siedlce
Wagnera 02;stop_position;54.3558551;18.6124328;Gdańsk;Suchanino
Suchanino 01;stop_position;54.3540479;18.6075604;Gdańsk;Suchanino
Suchanino 02;stop_position;54.3548617;18.6072973;Gdańsk;Suchanino
Otwarta 01;stop_position;54.3560282;18.6038785;Gdańsk;Suchanino
Otwarta 02;stop_position;54.356033;18.6027654;Gdańsk;Suchanino
Kurpińskiego 01;stop_position;54.3553166;18.5970199;Gdańsk;Suchanino
Kurpińskiego 02;stop_position;54.3551792;18.5964401;Gdańsk;Suchanino
Jarowa 01;stop_position;54.3646678;18.6121948;Gdańsk;Wrzeszcz Górny
Jarowa 02;stop_position;54.3639551;18.6118979;Gdańsk;Wrzeszcz Górny
Kręta 02;stop_position;54.366914;18.6128893;Gdańsk;Wrzeszcz Górny
Kręta 01;stop_position;54.3668276;18.6128548;Gdańsk;Wrzeszcz Górny
Siedlicka 02;stop_position;54.3701051;18.6114368;Gdańsk;Wrzeszcz Górny
Opolska 02;stop_position;54.4050256;18.5976984;Gdańsk;Przymorze Wielkie
Olsztyńska 02;stop_position;54.4062658;18.6042229;Gdańsk;Przymorze Wielkie
Park Reagana 01;stop_position;54.4141241;18.5985289;Gdańsk;Przymorze Wielkie
Park Reagana 02;stop_position;54.4141382;18.5986106;Gdańsk;Przymorze Wielkie
Sopot Przylesie;stop_position;54.4479942;18.5405539;Sopot;
Okrężna (n/ż);stop_position;54.4470098;18.5513545;Sopot;
Sopot Przylesie;stop_position;54.4478803;18.5394983;Sopot;
Borkowo Kasztanowa 01;stop_position;54.3006112;18.5947227;Borkowo;
Borkowo Topolowa 02;stop_position;54.2984481;18.5988628;Borkowo;
Borkowo Skrzyżowanie 01;stop_position;54.2978372;18.6039387;Borkowo;
Brętowo PKM 02;stop_position;54.3661167;18.5742136;Gdańsk;Brętowo
Jelitkowo 03;stop_position;54.4239137;18.5964126;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Jelitkowo 04;stop_position;54.4237854;18.5961246;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Starogardzka 04;stop_position;54.301618;18.6068473;Gdańsk;Orunia Górna - Gdańsk Południe
Żabianka SKM 02;stop_position;54.4211009;18.570265;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Żabianka SKM 01;stop_position;54.4213235;18.5701937;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Gościnna 03;stop_position;54.3229119;18.6322593;Gdańsk;Orunia - Święty Wojciech - Lipce
Barniewicka 03;stop_position;54.4341893;18.4676011;Gdańsk;Osowa
Kukawka;stop_position;54.4440225;18.4575025;Gdańsk;Osowa
Owczarnia 03;stop_position;54.4149613;18.4800908;Gdańsk;Osowa
Gdańsk, Rębiechowo PKM;stop_position;54.3876069;18.4448737;Gdańsk;Matarnia
Brzeźno Dom Zdrojowy 04;stop_position;54.4071754;18.6393575;Gdańsk;Brzeźno
Władysława IV 02;stop_position;54.3998505;18.675016;Gdańsk;Nowy Port
Norblina 01;stop_position;54.3882238;18.571388;Gdańsk;VII Dwór
Doroszewskiego 01;stop_position;54.3892228;18.5688199;Gdańsk;VII Dwór
Doroszewskiego 02;stop_position;54.3893015;18.5686444;Gdańsk;VII Dwór
Siemiradzkiego 01;stop_position;54.3906744;18.5708048;Gdańsk;VII Dwór
Siemiradzkiego 02;stop_position;54.3905406;18.5704853;Gdańsk;VII Dwór
Stogi 01;stop_position;54.3620132;18.7154439;Gdańsk;Stogi
Stogi 02;stop_position;54.3614043;18.7145679;Gdańsk;Stogi
Nowy Port Oliwska 01;stop_position;54.401555;18.6744426;Gdańsk;Nowy Port
Przychidnia 01;stop_position;54.4021931;18.6699385;Gdańsk;Nowy Port
Rybołowców 01;stop_position;54.4026607;18.665553;Gdańsk;Nowy Port
Na Zaspę 01;stop_position;54.4014241;18.664664;Gdańsk;Nowy Port
Plac Wolności 01;stop_position;54.3990679;18.6700204;Gdańsk;Nowy Port
Nowy Port Zajezdnia 01;stop_position;54.397984;18.6732474;Gdańsk;Nowy Port
Władysława IV 01;stop_position;54.3987104;18.6742947;Gdańsk;Nowy Port
Banino, Borowiecka 02;stop_position;54.3931063;18.4032268;Banino;
Radosna 01;stop_position;54.3445304;18.8293124;Gdańsk;Wyspa Sobieszewska
Sobieszewko Ośrodek 01;stop_position;54.3351118;18.8400264;Gdańsk;Wyspa Sobieszewska
Sobieszewko Ośrodek 02;stop_position;54.3346745;18.8402776;Gdańsk;Wyspa Sobieszewska
Sobieszewko 02;stop_position;54.3283889;18.8439533;Gdańsk;Wyspa Sobieszewska
Wieniecka 02;stop_position;54.3247303;18.8533207;Gdańsk;Wyspa Sobieszewska
Wieniecka 01;stop_position;54.3243603;18.854643;Gdańsk;Wyspa Sobieszewska
Marynarska 01;stop_position;54.3154705;18.8692133;Gdańsk;Wyspa Sobieszewska
Marynarska 02;stop_position;54.3153877;18.8693244;Gdańsk;Wyspa Sobieszewska
Sobieszewska Pastwa 2 01;stop_position;54.3125594;18.8734935;Gdańsk;Wyspa Sobieszewska
Komary 02;stop_position;54.315756;18.8933442;Gdańsk;Wyspa Sobieszewska
Komary 01;stop_position;54.315702;18.8940013;Gdańsk;Wyspa Sobieszewska
Sztutowska 01;stop_position;54.354003;18.7186941;Gdańsk;Rudniki
Przemysłowa 03;stop_position;54.2698711;18.6399648;Pruszcz Gdański;Śródmieście
1 Maja 01;stop_position;54.2597243;18.6338948;Pruszcz Gdański;Śródmieście
Drzewieckiego 01;stop_position;54.3954767;18.6126007;Gdańsk;Zaspa-Rozstaje
Drzewieckiego 02;stop_position;54.3950371;18.6131925;Gdańsk;Zaspa-Rozstaje
Steczka 02;stop_position;54.3598001;18.7401631;Gdańsk;Krakowiec - Górki Zachodnie
Wrzeszczańska 01;stop_position;54.3906112;18.6334069;Gdańsk;Wrzeszcz Dolny
Stogi 06;stop_position;54.3615387;18.7172361;Gdańsk;Stogi
Kłosowa 01;stop_position;54.361573;18.7179192;Gdańsk;Stogi
Kępna 01;stop_position;54.3591825;18.7458478;Gdańsk;Krakowiec - Górki Zachodnie
Górecka 02;stop_position;54.3554669;18.7455171;Gdańsk;Krakowiec - Górki Zachodnie
Łęczycka 01;stop_position;54.3559059;18.763848;Gdańsk;Krakowiec - Górki Zachodnie
Łowicka 01;stop_position;54.3551105;18.7708424;Gdańsk;Krakowiec - Górki Zachodnie
Łowicka 02;stop_position;54.3551677;18.7704739;Gdańsk;Krakowiec - Górki Zachodnie
Ostróżek 01;stop_position;54.2917731;18.6359668;Gdańsk;Orunia - Święty Wojciech - Lipce
Ostróżek 02;stop_position;54.2903764;18.6366986;Gdańsk;Orunia - Święty Wojciech - Lipce
Św. Wojciech 02;stop_position;54.286332;18.6379198;Gdańsk;Orunia - Święty Wojciech - Lipce
Św. Wojciech 01;stop_position;54.2847834;18.6379864;Gdańsk;Orunia - Święty Wojciech - Lipce
Pogotowie Ratunkowe 01;stop_position;54.2649337;18.6345882;Pruszcz Gdański;Śródmieście
Pogotowie Ratunkowe 02;stop_position;54.2649352;18.6344937;Pruszcz Gdański;Śródmieście
Rondo Kaszubskie 01;stop_position;54.266934;18.6264675;Pruszcz Gdański;Śródmieście
Osiedle Bursztynowe 02;stop_position;54.2679097;18.6281302;Pruszcz Gdański;Śródmieście
Rondo Bursztynowe 02;stop_position;54.2681721;18.6241212;Pruszcz Gdański;Śródmieście
Rondo Bursztynowe 01;stop_position;54.2689313;18.6227853;Pruszcz Gdański;
Wojska Polskiego 01;stop_position;54.2635193;18.6354101;Pruszcz Gdański;Śródmieście
Chopina 02;stop_position;54.2617555;18.6359939;Pruszcz Gdański;Śródmieście
Cicha (Cmentarz) 02;stop_position;54.2633785;18.6259267;Pruszcz Gdański;Śródmieście
Cicha (Cmentarz) 01;stop_position;54.2625003;18.6256084;Pruszcz Gdański;Śródmieście
Cyprysowa 02;stop_position;54.2612572;18.6252456;Pruszcz Gdański;Śródmieście
Obrońców Wybrzeża 02;stop_position;54.2587989;18.6278186;Pruszcz Gdański;Śródmieście
Obrońców Wybrzeża 01;stop_position;54.2588513;18.6272473;Pruszcz Gdański;Śródmieście
Faktoria 01;stop_position;54.2557598;18.6325289;Pruszcz Gdański;Śródmieście
Matejki 02;stop_position;54.2556493;18.6336802;Pruszcz Gdański;Śródmieście
Matejki 01;stop_position;54.2559747;18.6338431;Pruszcz Gdański;Śródmieście
Nowowiejskiego 01;stop_position;54.2510478;18.6330265;Pruszcz Gdański;Śródmieście
Nowowiejskiego 02;stop_position;54.2493944;18.6328245;Pruszcz Gdański;Śródmieście
Urząd Skarbowy 02;stop_position;54.2487445;18.637812;Pruszcz Gdański;Śródmieście
Pruszcz Gdański Jawor;stop_position;54.2500881;18.6316369;Pruszcz Gdański;Śródmieście
Batalionów Chłopskich 01;stop_position;54.2459808;18.6316698;Pruszcz Gdański;Komarowo
Batalionów Chłopskich 03;stop_position;54.2447465;18.6312174;Pruszcz Gdański;
Tczewska 01;stop_position;54.241587;18.6300784;Pruszcz Gdański;
Fabryczny 01;stop_position;54.2454151;18.6266235;Pruszcz Gdański;
Zastawna 01;stop_position;54.2458203;18.6227571;Pruszcz Gdański;
Zastawna/Rondo 50;stop_position;54.2413033;18.6157882;Pruszcz Gdański;
Komarowo 01;stop_position;54.2473634;18.6509688;Pruszcz Gdański;Komarowo
Bohaterów Monte Cassino 01;stop_position;54.253485;18.6489917;Pruszcz Gdański;Komarowo
Dąbrowskiego 01;stop_position;54.2580159;18.6493723;Pruszcz Gdański;Śródmieście
Powstanców Warszawy/Drzymały 04;stop_position;54.2567943;18.65186;Pruszcz Gdański;Osiedle Wschód
Powstańców Warszawy/Plater 29;stop_position;54.2558832;18.657804;Pruszcz Gdański;Osiedle Wschód
Nałkowskiej 01;stop_position;54.2563377;18.6696116;Pruszcz Gdański;Osiedle Wschód
Nałkowskiej 02;stop_position;54.2564748;18.6683005;Pruszcz Gdański;Osiedle Wschód
Paderewskiego 02;stop_position;54.257034;18.6629366;Pruszcz Gdański;Osiedle Wschód
Paderewskiego 01;stop_position;54.2571035;18.6622672;Pruszcz Gdański;Osiedle Wschód
Areoklub Gdański;stop_position;54.2544601;18.6727521;Pruszcz Gdański;Osiedle Wschód
Powstańców Warszawy/Gałczyńskiego 27;stop_position;54.2545996;18.6712211;Pruszcz Gdański;Osiedle Wschód
Powstańców Warszawy/Plater 06;stop_position;54.2556921;18.6598135;Pruszcz Gdański;Osiedle Wschód
Kopernika/Wagnera 98;stop_position;54.2680279;18.6728125;Pruszcz Gdański;Osiedle Wschód
Kopernika/Kasprowicza 17;stop_position;54.2644629;18.6653064;Pruszcz Gdański;Osiedle Wschód
Kopernika/Kasprowicza 62;stop_position;54.2652507;18.6671524;Pruszcz Gdański;Osiedle Wschód
Kopernika/Sienkiewicza 56;stop_position;54.2626594;18.6585289;Pruszcz Gdański;Osiedle Wschód
Kopernika/Sienkiewicza 19;stop_position;54.2626006;18.6582535;Pruszcz Gdański;Osiedle Wschód
Emilii Plater 02;stop_position;54.260041;18.6617218;Pruszcz Gdański;Osiedle Wschód
Emilii Plater 01;stop_position;54.2599667;18.6602602;Pruszcz Gdański;Osiedle Wschód
Emilii Plater 04;stop_position;54.259999;18.6602675;Pruszcz Gdański;Osiedle Wschód
Osiedle Wschód 01;stop_position;54.2591818;18.6735589;Pruszcz Gdański;Osiedle Wschód
Stocznia Północna 04;stop_position;54.3717108;18.6336847;Gdańsk;Młyniska
Sucharskiego - PKP 01;stop_position;54.3767021;18.682486;Gdańsk;Stogi
Dambka 01;stop_position;54.3743906;18.6887476;Gdańsk;Stogi
Kaczeńce 04;stop_position;54.3630808;18.698659;Gdańsk;Stogi
Ku Ujściu 04;stop_position;54.3781186;18.6781308;Gdańsk;Przeróbka
Śnieżna 04;stop_position;54.3918518;18.6570005;Gdańsk;Letnica
Sportowa 02;stop_position;54.3353697;18.8141701;Wiślinka;
Pocztowa 01;stop_position;54.3384296;18.8018306;Wiślinka;
Pocztowa 02;stop_position;54.3384816;18.8017149;Wiślinka;
Brzegowa 02;stop_position;54.3422205;18.7941216;Wiślinka;
Makro 03;stop_position;54.3382753;18.73619;Przejazdowo;
Bogatka Skrzyżowanie 69;stop_position;54.3297699;18.7822027;Bogatka;
Maćkowy 01;stop_position;54.3070366;18.6131383;Gdańsk;Orunia Górna - Gdańsk Południe
Sokoła 01;stop_position;54.4986021;18.4395485;Gdynia;Chwarzno-Wiczlino
Mickiewicza 06;stop_position;54.3833481;18.6205849;Gdańsk;Wrzeszcz Dolny
Zaspa - Szpital 01;stop_position;54.4039257;18.6120558;Gdańsk;Zaspa-Rozstaje
Wyzwolenia 02;stop_position;54.3999289;18.6623696;Gdańsk;Nowy Port
Wyzwolenia 01;stop_position;54.4005302;18.6610164;Gdańsk;Nowy Port
Plac Wolności 02;stop_position;54.3990786;18.6683289;Gdańsk;Nowy Port
Podwale Grodzkie;stop_position;54.3534959;18.6444251;Gdańsk;Śródmieście
Maćkowy 02;stop_position;54.3076743;18.6130628;Gdańsk;Orunia Górna - Gdańsk Południe
Cedry Małe, Stacja paliw;stop_position;54.2740708;18.8699316;Cedry Małe;
Wilka-Krzyżanowskiego 04;stop_position;54.3884596;18.5813898;Gdańsk;Strzyża
Wilka-Krzyżanowskiego 03;stop_position;54.3885156;18.5816653;Gdańsk;Strzyża
Nowa 01;stop_position;54.4312789;18.4735242;Gdańsk;Osowa
Jelitkowo Kapliczna 02;stop_position;54.4215027;18.601614;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Jelitkowo Kapliczna 01;stop_position;54.4219594;18.601336;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Hestii 01;stop_position;54.4321015;18.5831293;Sopot;
Hestii 02;stop_position;54.4317632;18.5837489;Sopot;
Leszczyńskich 03;stop_position;54.4001444;18.6060769;Gdańsk;Zaspa-Rozstaje
Dobra 02;stop_position;54.3410989;18.6555176;Gdańsk;Śródmieście
Wróbla 02;stop_position;54.3405771;18.6578964;Gdańsk;Śródmieście
Chłodna 01;stop_position;54.3432384;18.6626573;Gdańsk;Śródmieście
Modra I 91;stop_position;54.3157209;18.6850287;Gdańsk;Olszynka
Elbląska;stop_position;54.3491409;18.6700971;Gdańsk;Śródmieście
Siennicka 02;stop_position;54.3567738;18.6794709;Gdańsk;Przeróbka
Stogi Plaża 04;stop_position;54.3724098;18.7291764;Gdańsk;Stogi
Stogi Plaża 03;stop_position;54.372434;18.7287038;Gdańsk;Stogi
Rozłogi 02;stop_position;54.3632461;18.715755;Gdańsk;Stogi
Grudziądzka 04;stop_position;54.3962165;18.6224991;Gdańsk;Wrzeszcz Dolny
Piastowska 06;stop_position;54.415154;18.5868885;Gdańsk;Przymorze Małe
Nabrzeże Flisaków 01;stop_position;54.355425;18.6755096;Gdańsk;Śródmieście
Nabrzeże Krakowskie 01;stop_position;54.356195;18.6768566;Gdańsk;Przeróbka
Dąbrowa Miętowa;stop_position;54.4716129;18.4497539;Gdynia;Dąbrowa
Brodwino 01;stop_position;54.4575766;18.5343702;Sopot;Brodwino
Kamienny Potok SKM 04;stop_position;54.4577617;18.5529795;Sopot;
Polna 04;stop_position;54.4343355;18.5775921;Sopot;
Kamienny Potok - Kujawska 01;stop_position;54.45868;18.5480121;Sopot;
Kraszewskiego 03;stop_position;54.4542259;18.5533405;Sopot;
Sienkiewicza 01;stop_position;54.4540145;18.5485904;Sopot;
Sienkiewicza 02;stop_position;54.4540213;18.5488223;Sopot;
Mazowiecka 02;stop_position;54.4588011;18.5504656;Sopot;
Grand Hotel 01;stop_position;54.4472455;18.56709;Sopot;
Dolny Sopot - Haffnera 01;stop_position;54.4496622;18.5625382;Sopot;
Korty Tenisowe 04;stop_position;54.4492959;18.5647328;Sopot;
Korczaka 02;stop_position;54.4969354;18.5432783;Gdynia;Redłowo
Stadion PKM 02;stop_position;54.4967179;18.5317984;Gdynia;Wzgórze Świętego Maksymiliana
Stadion Miejski 03;stop_position;54.4929661;18.5296106;Gdynia;Mały Kack
Sikorskiego 04;stop_position;54.4423598;18.5565777;Sopot;
Instytut Med. Morskiej i Tropikalnej 01;stop_position;54.4882533;18.5485525;Gdynia;Redłowo
